batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
64,1,xy,0.0,0.0,0.0
64,2,xy,5.16,100.27,105.43
64,3,xy,5.18,0.0,5.18
64,4,xy,9.83,145.23,155.06
64,5,xy,5.14,0.0,5.14
64,6,xy,4.08,0.12,4.2
64,7,xy,5.12,40.87,45.99
64,8,xy,2.78,0.0,2.78
64,9,xy,4.61,81.96,86.57
64,10,xy,2.65,0.0,2.65
64,11,xy,1.74,0.06,1.8
64,12,xy,2.52,38.05,40.57
64,13,xy,1.75,0.0,1.75
64,14,xy,2.51,75.61,78.12
64,15,xy,1.86,0.0,1.86
64,16,xy,0.96,0.04,1.0
64,17,xy,0.0,0.0,0.0
64,18,xy,0.51,1.71,2.22
64,19,xy,0.03,0.0,0.03
64,20,xy,0.18,0.01,0.19
