batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
128,1,xy,0.0,0.0,0.0
128,2,xy,5.33,98.39,103.72
128,3,xy,5.18,0.0,5.18
128,4,xy,10.02,157.64,167.66
128,5,xy,5.13,0.0,5.13
128,6,xy,5.08,0.13,5.21
128,7,xy,4.11,41.13,45.24
128,8,xy,2.7,0.0,2.7
128,9,xy,4.95,83.02,87.97
128,10,xy,2.49,0.0,2.49
128,11,xy,2.04,0.05,2.09
128,12,xy,2.62,38.27,40.89
128,13,xy,1.28,0.0,1.28
128,14,xy,2.34,76.91,79.25
128,15,xy,1.32,0.0,1.32
128,16,xy,0.85,0.03,0.88
128,17,xy,0.0,0.0,0.0
128,18,xy,0.35,1.69,2.04
128,19,xy,0.03,0.0,0.03
128,20,xy,0.1,0.01,0.11
