batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
16,1,xy,0.0,0.0,0.0
16,2,xy,7.34,65.75,73.09
16,3,xy,7.36,0.0,7.36
16,4,xy,9.71,87.06,96.77
16,5,xy,7.3,0.0,7.3
16,6,xy,3.9,0.16,4.06
16,7,xy,4.72,40.82,45.54
16,8,xy,5.46,0.0,5.46
16,9,xy,6.02,81.63,87.65
16,10,xy,6.11,0.0,6.11
16,11,xy,2.39,0.1,2.49
16,12,xy,3.19,38.35,41.54
16,13,xy,3.98,0.0,3.98
16,14,xy,4.17,77.51,81.68
16,15,xy,4.39,0.0,4.39
16,16,xy,1.86,0.08,1.94
16,17,xy,0.0,0.0,0.0
16,18,xy,1.13,1.85,2.98
16,19,xy,0.03,0.0,0.03
16,20,xy,0.62,0.04,0.66
