batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
32,1,xy,0.0,0.0,0.0
32,2,xy,5.86,76.76,82.62
32,3,xy,5.55,0.0,5.55
32,4,xy,9.07,100.76,109.83
32,5,xy,5.45,0.0,5.45
32,6,xy,3.36,0.12,3.48
32,7,xy,4.88,40.67,45.55
32,8,xy,3.65,0.0,3.65
32,9,xy,4.89,81.56,86.45
32,10,xy,3.65,0.0,3.65
32,11,xy,1.9,0.07,1.97
32,12,xy,2.74,38.03,40.77
32,13,xy,2.87,0.0,2.87
32,14,xy,3.08,76.98,80.06
32,15,xy,2.92,0.0,2.92
32,16,xy,1.21,0.05,1.26
32,17,xy,0.0,0.0,0.0
32,18,xy,0.72,1.76,2.48
32,19,xy,0.03,0.0,0.03
32,20,xy,0.36,0.02,0.38
