batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
2,1,xy,0.0,0.0,0.0
2,2,xy,12.61,63.85,76.46
2,3,xy,19.55,0.0,19.55
2,4,xy,21.69,84.45,106.14
2,5,xy,22.94,0.0,22.94
2,6,xy,10.73,0.47,11.2
2,7,xy,11.02,38.12,49.14
2,8,xy,8.74,0.0,8.74
2,9,xy,14.23,77.27,91.5
2,10,xy,11.54,0.0,11.54
2,11,xy,10.39,0.58,10.97
2,12,xy,11.03,40.2,51.23
2,13,xy,5.3,0.0,5.3
2,14,xy,13.38,82.26,95.64
2,15,xy,7.16,0.0,7.16
2,16,xy,10.3,0.68,10.98
2,17,xy,0.0,0.0,0.0
2,18,xy,11.24,2.1,13.34
2,19,xy,0.07,0.0,0.07
2,20,xy,6.46,0.44,6.9
