batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
4,1,xy,0.0,0.0,0.0
4,2,xy,12.35,63.78,76.13
4,3,xy,14.18,0.0,14.18
4,4,xy,15.45,85.46,100.91
4,5,xy,15.84,0.0,15.84
4,6,xy,7.14,0.33,7.47
4,7,xy,8.02,40.98,49.0
4,8,xy,9.07,0.0,9.07
4,9,xy,11.92,81.35,93.27
4,10,xy,10.21,0.0,10.21
4,11,xy,6.11,0.15,6.26
4,12,xy,7.23,36.75,43.98
4,13,xy,5.8,0.0,5.8
4,14,xy,9.31,82.27,91.58
4,15,xy,5.95,0.0,5.95
4,16,xy,5.9,0.14,6.04
4,17,xy,0.0,0.0,0.0
4,18,xy,6.03,1.78,7.81
4,19,xy,0.06,0.0,0.06
4,20,xy,3.75,0.19,3.94
