batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
1,1,x,0.0,0.0,0.0
1,2,x,2.81,65.39,68.2
1,3,x,3.89,0.0,3.89
1,4,x,3.73,87.73,91.46
1,5,x,2.77,0.12,2.89
1,6,x,0.38,0.0,0.38
1,7,x,2.38,39.87,42.25
1,8,x,0.87,0.0,0.87
1,9,x,2.75,83.1,85.85
1,10,x,2.04,0.16,2.2
1,11,x,0.2,0.0,0.2
1,12,x,2.15,71.51,73.66
1,13,x,0.6,0.0,0.6
1,14,x,2.59,143.51,146.1
1,15,x,1.67,0.14,1.81
1,16,x,0.09,0.0,0.09
1,17,x,0.0,0.0,0.0
1,18,x,2.48,1.99,4.47
1,19,x,0.02,0.0,0.02
1,20,x,1.47,0.07,1.54
