batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
2,1,x,0.0,0.0,0.0
2,2,x,2.05,33.49,35.54
2,3,x,3.99,0.0,3.99
2,4,x,3.64,44.16,47.8
2,5,x,2.1,0.07,2.17
2,6,x,0.39,0.0,0.39
2,7,x,1.62,20.1,21.72
2,8,x,0.87,0.0,0.87
2,9,x,1.92,41.9,43.82
2,10,x,1.38,0.06,1.44
2,11,x,0.2,0.0,0.2
2,12,x,1.3,36.01,37.31
2,13,x,0.63,0.0,0.63
2,14,x,1.57,72.97,74.54
2,15,x,1.02,0.1,1.12
2,16,x,0.09,0.0,0.09
2,17,x,0.0,0.0,0.0
2,18,x,1.29,1.01,2.3
2,19,x,0.02,0.0,0.02
2,20,x,0.74,0.03,0.77
