batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
64,1,x,0.0,0.0,0.0
64,2,x,1.07,44.09,45.16
64,3,x,3.96,0.0,3.96
64,4,x,1.87,73.07,74.94
64,5,x,1.33,0.02,1.35
64,6,x,0.39,0.0,0.39
64,7,x,0.73,21.71,22.44
64,8,x,0.84,0.0,0.84
64,9,x,0.98,55.97,56.95
64,10,x,0.69,0.0,0.69
64,11,x,0.19,0.0,0.19
64,12,x,0.41,3.11,3.52
64,13,x,0.56,0.0,0.56
64,14,x,0.53,5.71,6.24
64,15,x,0.37,0.0,0.37
64,16,x,0.1,0.0,0.1
64,17,x,0.0,0.0,0.0
64,18,x,0.13,0.2,0.33
64,19,x,0.01,0.0,0.01
64,20,x,0.03,0.0,0.03
