batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
32,1,x,0.0,0.0,0.0
32,2,x,1.1,33.55,34.65
32,3,x,3.94,0.0,3.94
32,4,x,1.93,70.54,72.47
32,5,x,1.37,0.01,1.38
32,6,x,0.39,0.0,0.39
32,7,x,0.81,3.27,4.08
32,8,x,0.85,0.0,0.85
32,9,x,1.05,7.28,8.33
32,10,x,0.73,0.0,0.73
32,11,x,0.19,0.0,0.19
32,12,x,0.49,4.13,4.62
32,13,x,0.55,0.0,0.55
32,14,x,0.62,8.27,8.89
32,15,x,0.41,0.01,0.42
32,16,x,0.09,0.0,0.09
32,17,x,0.0,0.0,0.0
32,18,x,0.16,0.16,0.32
32,19,x,0.01,0.0,0.01
32,20,x,0.05,0.0,0.05
