batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
128,1,x,0.0,0.0,0.0
128,2,x,1.04,44.12,45.16
128,3,x,4.1,0.0,4.1
128,4,x,1.84,76.68,78.52
128,5,x,1.32,0.04,1.36
128,6,x,0.4,0.0,0.4
128,7,x,0.7,35.22,35.92
128,8,x,0.84,0.0,0.84
128,9,x,0.94,74.58,75.52
128,10,x,0.67,0.0,0.67
128,11,x,0.2,0.0,0.2
128,12,x,0.37,4.59,4.96
128,13,x,0.57,0.0,0.57
128,14,x,0.5,11.53,12.03
128,15,x,0.35,0.0,0.35
128,16,x,0.12,0.0,0.12
128,17,x,0.0,0.0,0.0
128,18,x,0.1,0.16,0.26
128,19,x,0.01,0.0,0.01
128,20,x,0.02,0.0,0.02
