batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
1,1,xy,0.0,0.0,0.0
1,2,xy,16.91,61.77,78.68
1,3,xy,16.23,0.0,16.23
1,4,xy,22.97,82.37,105.34
1,5,xy,19.58,1.26,20.84
1,6,xy,4.52,0.0,4.52
1,7,xy,17.63,37.77,55.4
1,8,xy,8.37,0.0,8.37
1,9,xy,20.69,75.2,95.89
1,10,xy,15.46,1.21,16.67
1,11,xy,2.69,0.0,2.69
1,12,xy,18.56,74.12,92.68
1,13,xy,4.5,0.0,4.5
1,14,xy,22.13,148.16,170.29
1,15,xy,16.02,1.4,17.42
1,16,xy,1.63,0.0,1.63
1,17,xy,0.0,0.0,0.0
1,18,xy,22.46,4.26,26.72
1,19,xy,0.08,0.0,0.08
1,20,xy,12.16,0.92,13.08
