batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
2,1,xy,0.0,0.0,0.0
2,2,xy,12.56,63.94,76.5
2,3,xy,20.76,0.0,20.76
2,4,xy,21.79,84.79,106.58
2,5,xy,17.26,0.81,18.07
2,6,xy,5.28,0.0,5.28
2,7,xy,12.48,38.21,50.69
2,8,xy,10.98,0.0,10.98
2,9,xy,13.99,77.13,91.12
2,10,xy,12.76,0.83,13.59
2,11,xy,3.48,0.0,3.48
2,12,xy,12.22,40.35,52.57
2,13,xy,6.59,0.0,6.59
2,14,xy,14.2,82.22,96.42
2,15,xy,10.46,0.82,11.28
2,16,xy,1.95,0.0,1.95
2,17,xy,0.0,0.0,0.0
2,18,xy,12.49,2.17,14.66
2,19,xy,0.08,0.0,0.08
2,20,xy,6.24,0.48,6.72
