batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
2,1,cpu,0.0,0.0,0.0
2,2,cpu,20.93,0.0,20.93
2,3,cpu,5.48,0.0,5.48
2,4,cpu,123.76,0.0,123.76
2,5,cpu,0.09,0.0,0.09
2,6,cpu,1.37,0.0,1.37
2,7,cpu,61.71,0.0,61.71
2,8,cpu,2.73,0.0,2.73
2,9,cpu,117.34,0.0,117.34
2,10,cpu,0.05,0.0,0.05
2,11,cpu,0.69,0.0,0.69
2,12,cpu,49.13,0.0,49.13
2,13,cpu,1.38,0.0,1.38
2,14,cpu,83.85,0.0,83.85
2,15,cpu,0.01,0.0,0.01
2,16,cpu,0.36,0.0,0.36
2,17,cpu,0.0,0.0,0.0
2,18,cpu,4.84,0.0,4.84
2,19,cpu,0.03,0.0,0.03
2,20,cpu,0.01,0.0,0.01
