batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
4,1,cpu,0.0,0.0,0.0
4,2,cpu,20.8,0.0,20.8
4,3,cpu,5.32,0.0,5.32
4,4,cpu,124.03,0.0,124.03
4,5,cpu,0.08,0.0,0.08
4,6,cpu,1.32,0.0,1.32
4,7,cpu,61.22,0.0,61.22
4,8,cpu,2.66,0.0,2.66
4,9,cpu,117.85,0.0,117.85
4,10,cpu,0.06,0.0,0.06
4,11,cpu,0.68,0.0,0.68
4,12,cpu,48.98,0.0,48.98
4,13,cpu,1.36,0.0,1.36
4,14,cpu,85.93,0.0,85.93
4,15,cpu,0.02,0.0,0.02
4,16,cpu,0.36,0.0,0.36
4,17,cpu,0.0,0.0,0.0
4,18,cpu,4.79,0.0,4.79
4,19,cpu,0.03,0.0,0.03
4,20,cpu,0.01,0.0,0.01
