batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
1,1,cpu,0.0,0.0,0.0
1,2,cpu,20.9,0.0,20.9
1,3,cpu,5.33,0.0,5.33
1,4,cpu,106.09,0.0,106.09
1,5,cpu,0.06,0.0,0.06
1,6,cpu,1.15,0.0,1.15
1,7,cpu,53.79,0.0,53.79
1,8,cpu,2.73,0.0,2.73
1,9,cpu,118.02,0.0,118.02
1,10,cpu,0.04,0.0,0.04
1,11,cpu,0.7,0.0,0.7
1,12,cpu,49.02,0.0,49.02
1,13,cpu,1.33,0.0,1.33
1,14,cpu,85.73,0.0,85.73
1,15,cpu,0.04,0.0,0.04
1,16,cpu,0.37,0.0,0.37
1,17,cpu,0.0,0.0,0.0
1,18,cpu,4.81,0.0,4.81
1,19,cpu,0.03,0.0,0.03
1,20,cpu,0.01,0.0,0.01
