batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
16,1,y,0.0,0.0,0.0
16,2,y,7.57,62.68,70.25
16,3,y,7.53,0.0,7.53
16,4,y,10.12,83.59,93.71
16,5,y,7.56,0.0,7.56
16,6,y,3.86,0.19,4.05
16,7,y,4.9,37.8,42.7
16,8,y,5.61,0.0,5.61
16,9,y,6.18,75.29,81.47
16,10,y,6.28,0.0,6.28
16,11,y,2.35,0.14,2.49
16,12,y,3.34,76.05,79.39
16,13,y,4.55,0.0,4.55
16,14,y,4.39,150.43,154.82
16,15,y,4.61,0.0,4.61
16,16,y,1.96,0.19,2.15
16,17,y,0.0,0.0,0.0
16,18,y,1.27,3.34,4.61
16,19,y,0.05,0.0,0.05
16,20,y,0.8,0.07,0.87
