batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
8,1,y,0.0,0.0,0.0
8,2,y,9.19,62.53,71.72
8,3,y,11.7,0.0,11.7
8,4,y,12.51,83.15,95.66
8,5,y,11.94,0.0,11.94
8,6,y,4.75,0.24,4.99
8,7,y,5.93,37.84,43.77
8,8,y,7.71,0.0,7.71
8,9,y,8.11,75.29,83.4
8,10,y,8.85,0.0,8.85
8,11,y,3.65,0.21,3.86
8,12,y,4.32,76.1,80.42
8,13,y,5.47,0.0,5.47
8,14,y,6.68,150.9,157.58
8,15,y,6.18,0.0,6.18
8,16,y,3.5,0.17,3.67
8,17,y,0.0,0.0,0.0
8,18,y,2.34,3.4,5.74
8,19,y,0.04,0.0,0.04
8,20,y,1.29,0.09,1.38
