batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
4,1,y,0.0,0.0,0.0
4,2,y,11.41,62.46,73.87
4,3,y,14.39,0.0,14.39
4,4,y,15.81,82.98,98.79
4,5,y,16.57,0.0,16.57
4,6,y,7.26,0.34,7.6
4,7,y,7.97,38.03,46.0
4,8,y,9.1,0.0,9.1
4,9,y,11.99,75.36,87.35
4,10,y,11.33,0.0,11.33
4,11,y,6.2,0.19,6.39
4,12,y,7.59,76.37,83.96
4,13,y,5.18,0.0,5.18
4,14,y,9.4,150.77,160.17
4,15,y,7.06,0.0,7.06
4,16,y,6.53,0.22,6.75
4,17,y,0.0,0.0,0.0
4,18,y,6.04,3.42,9.46
4,19,y,0.05,0.0,0.05
4,20,y,3.57,0.19,3.76
