batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
1,1,y,0.0,0.0,0.0
1,2,y,16.58,62.3,78.88
1,3,y,15.39,0.0,15.39
1,4,y,23.34,82.4,105.74
1,5,y,19.67,0.0,19.67
1,6,y,18.42,1.02,19.44
1,7,y,17.44,37.64,55.08
1,8,y,8.31,0.0,8.31
1,9,y,21.22,75.14,96.36
1,10,y,9.64,0.0,9.64
1,11,y,16.49,1.07,17.56
1,12,y,18.47,74.09,92.56
1,13,y,4.53,0.0,4.53
1,14,y,22.57,148.15,170.72
1,15,y,5.72,0.0,5.72
1,16,y,16.88,1.29,18.17
1,17,y,0.0,0.0,0.0
1,18,y,21.58,4.19,25.77
1,19,y,0.07,0.0,0.07
1,20,y,12.53,0.86,13.39
