batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
64,1,y,0.0,0.0,0.0
64,2,y,4.96,63.47,68.43
64,3,y,5.21,0.0,5.21
64,4,y,9.77,85.12,94.89
64,5,y,5.16,0.0,5.16
64,6,y,4.02,0.17,4.19
64,7,y,5.16,38.13,43.29
64,8,y,2.8,0.0,2.8
64,9,y,4.65,75.78,80.43
64,10,y,2.67,0.0,2.67
64,11,y,1.75,0.11,1.86
64,12,y,2.63,76.53,79.16
64,13,y,1.8,0.0,1.8
64,14,y,2.5,151.22,153.72
64,15,y,1.88,0.0,1.88
64,16,y,0.99,0.14,1.13
64,17,y,0.0,0.0,0.0
64,18,y,0.53,3.33,3.86
64,19,y,0.04,0.0,0.04
64,20,y,0.22,0.04,0.26
