batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
128,1,y,0.0,0.0,0.0
128,2,y,5.08,63.99,69.07
128,3,y,5.19,0.0,5.19
128,4,y,10.0,85.56,95.56
128,5,y,5.16,0.0,5.16
128,6,y,5.08,0.17,5.25
128,7,y,4.1,38.4,42.5
128,8,y,2.72,0.0,2.72
128,9,y,4.96,76.26,81.22
128,10,y,2.51,0.0,2.51
128,11,y,2.03,0.11,2.14
128,12,y,2.61,76.88,79.49
128,13,y,1.29,0.0,1.29
128,14,y,2.35,152.0,154.35
128,15,y,1.34,0.0,1.34
128,16,y,0.85,0.13,0.98
128,17,y,0.0,0.0,0.0
128,18,y,0.35,3.36,3.71
128,19,y,0.04,0.0,0.04
128,20,y,0.12,0.04,0.16
