batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
16,1,automatic,0.0,0.0,0.0
16,2,automatic,2.47,0.0,2.47
16,3,automatic,3.95,0.0,3.95
16,4,automatic,2.21,6.93,9.14
16,5,automatic,0.01,0.0,0.01
16,6,automatic,0.36,0.0,0.36
16,7,automatic,0.96,2.3,3.26
16,8,automatic,0.82,0.0,0.82
16,9,automatic,1.21,4.65,5.86
16,10,automatic,0.01,0.0,0.01
16,11,automatic,0.18,0.0,0.18
16,12,automatic,0.59,1.9,2.49
16,13,automatic,0.55,0.0,0.55
16,14,automatic,0.79,3.88,4.67
16,15,automatic,0.0,0.0,0.0
16,16,automatic,0.09,0.0,0.09
16,17,automatic,0.0,0.0,0.0
16,18,automatic,0.24,0.15,0.39
16,19,automatic,0.01,0.0,0.01
16,20,automatic,0.0,0.0,0.0
