batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
256,1,y,0.0,0.0,0.0
256,2,y,1.08,7.46,8.54
256,3,y,4.06,0.0,4.06
256,4,y,1.86,10.1,11.96
256,5,y,1.33,0.04,1.37
256,6,y,0.41,0.0,0.41
256,7,y,0.69,16.07,16.76
256,8,y,0.87,0.0,0.87
256,9,y,0.94,31.42,32.36
256,10,y,0.67,0.05,0.72
256,11,y,0.2,0.0,0.2
256,12,y,0.36,57.78,58.14
256,13,y,0.83,0.0,0.83
256,14,y,0.49,114.57,115.06
256,15,y,0.34,0.09,0.43
256,16,y,0.1,0.0,0.1
256,17,y,0.0,0.0,0.0
256,18,y,0.08,1.96,2.04
256,19,y,0.01,0.0,0.01
256,20,y,0.01,0.02,0.03
