batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
2,1,y,0.0,0.0,0.0
2,2,y,2.08,6.95,9.03
2,3,y,4.0,0.0,4.0
2,4,y,3.64,9.59,13.23
2,5,y,2.12,0.07,2.19
2,6,y,0.39,0.0,0.39
2,7,y,1.61,15.48,17.09
2,8,y,0.87,0.0,0.87
2,9,y,1.92,30.75,32.67
2,10,y,1.38,0.07,1.45
2,11,y,0.2,0.0,0.2
2,12,y,1.3,56.36,57.66
2,13,y,0.64,0.0,0.64
2,14,y,1.58,112.36,113.94
2,15,y,1.02,0.13,1.15
2,16,y,0.1,0.0,0.1
2,17,y,0.0,0.0,0.0
2,18,y,1.29,1.95,3.24
2,19,y,0.02,0.0,0.02
2,20,y,0.74,0.05,0.79
