batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
64,1,y,0.0,0.0,0.0
64,2,y,1.08,7.31,8.39
64,3,y,3.96,0.0,3.96
64,4,y,1.87,9.92,11.79
64,5,y,1.33,0.04,1.37
64,6,y,0.39,0.0,0.39
64,7,y,0.73,15.78,16.51
64,8,y,0.84,0.0,0.84
64,9,y,0.97,30.86,31.83
64,10,y,0.69,0.05,0.74
64,11,y,0.19,0.0,0.19
64,12,y,0.41,56.75,57.16
64,13,y,0.56,0.0,0.56
64,14,y,0.54,112.58,113.12
64,15,y,0.37,0.09,0.46
64,16,y,0.1,0.0,0.1
64,17,y,0.0,0.0,0.0
64,18,y,0.13,1.93,2.06
64,19,y,0.01,0.0,0.01
64,20,y,0.03,0.02,0.05
