batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
1,1,y,0.0,0.0,0.0
1,2,y,2.78,7.0,9.78
1,3,y,3.91,0.0,3.91
1,4,y,3.71,9.66,13.37
1,5,y,2.78,0.07,2.85
1,6,y,0.39,0.0,0.39
1,7,y,2.39,15.55,17.94
1,8,y,0.9,0.0,0.9
1,9,y,2.74,30.91,33.65
1,10,y,2.04,0.08,2.12
1,11,y,0.2,0.0,0.2
1,12,y,2.15,56.75,58.9
1,13,y,0.63,0.0,0.63
1,14,y,2.58,113.0,115.58
1,15,y,1.67,0.12,1.79
1,16,y,0.1,0.0,0.1
1,17,y,0.0,0.0,0.0
1,18,y,2.49,2.01,4.5
1,19,y,0.02,0.0,0.02
1,20,y,1.48,0.07,1.55
