batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
8,1,y,0.0,0.0,0.0
8,2,y,1.45,7.27,8.72
8,3,y,3.98,0.0,3.98
8,4,y,2.39,9.87,12.26
8,5,y,1.63,0.04,1.67
8,6,y,0.38,0.0,0.38
8,7,y,1.14,15.53,16.67
8,8,y,0.84,0.0,0.84
8,9,y,1.53,30.58,32.11
8,10,y,0.98,0.06,1.04
8,11,y,0.19,0.0,0.19
8,12,y,0.66,56.18,56.84
8,13,y,0.58,0.0,0.58
8,14,y,1.02,111.65,112.67
8,15,y,0.53,0.09,0.62
8,16,y,0.09,0.0,0.09
8,17,y,0.0,0.0,0.0
8,18,y,0.4,1.92,2.32
8,19,y,0.01,0.0,0.01
8,20,y,0.19,0.03,0.22
