batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
2,1,yz,0.0,0.0,0.0
2,2,yz,12.04,49.85,61.89
2,3,yz,18.05,0.0,18.05
2,4,yz,20.29,64.17,84.46
2,5,yz,20.04,0.0,20.04
2,6,yz,10.39,0.47,10.86
2,7,yz,10.59,30.65,41.24
2,8,yz,7.57,0.0,7.57
2,9,yz,13.12,59.51,72.63
2,10,yz,10.16,0.0,10.16
2,11,yz,9.7,0.53,10.23
2,12,yz,10.34,27.66,38.0
2,13,yz,4.58,0.0,4.58
2,14,yz,12.46,54.83,67.29
2,15,yz,5.47,0.0,5.47
2,16,yz,8.86,0.57,9.43
2,17,yz,0.0,0.0,0.0
2,18,yz,10.25,3.72,13.97
2,19,yz,0.06,0.0,0.06
2,20,yz,6.11,0.41,6.52
