batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
16,1,yz,0.0,0.0,0.0
16,2,yz,8.06,167.95,176.01
16,3,yz,7.73,0.0,7.73
16,4,yz,10.14,182.99,193.13
16,5,yz,7.66,0.0,7.66
16,6,yz,3.84,0.17,4.01
16,7,yz,4.92,34.89,39.81
16,8,yz,5.66,0.0,5.66
16,9,yz,6.2,62.42,68.62
16,10,yz,6.23,0.0,6.23
16,11,yz,2.4,0.1,2.5
16,12,yz,2.99,26.03,29.02
16,13,yz,3.97,0.0,3.97
16,14,yz,4.3,52.5,56.8
16,15,yz,4.57,0.0,4.57
16,16,yz,1.97,0.09,2.06
16,17,yz,0.0,0.0,0.0
16,18,yz,1.33,3.35,4.68
16,19,yz,0.07,0.0,0.07
16,20,yz,0.91,0.07,0.98
