batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
32,1,yz,0.0,0.0,0.0
32,2,yz,6.35,205.16,211.51
32,3,yz,5.57,0.0,5.57
32,4,yz,9.31,226.26,235.57
32,5,yz,5.47,0.0,5.47
32,6,yz,3.4,0.15,3.55
32,7,yz,5.15,52.11,57.26
32,8,yz,3.71,0.0,3.71
32,9,yz,5.04,74.88,79.92
32,10,yz,3.71,0.0,3.71
32,11,yz,1.89,0.08,1.97
32,12,yz,2.8,26.13,28.93
32,13,yz,2.93,0.0,2.93
32,14,yz,3.21,52.77,55.98
32,15,yz,3.0,0.0,3.0
32,16,yz,1.19,0.06,1.25
32,17,yz,0.0,0.0,0.0
32,18,yz,0.72,3.34,4.06
32,19,yz,0.05,0.0,0.05
32,20,yz,0.46,0.05,0.51
