batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
1,1,yz,0.0,0.0,0.0
1,2,yz,13.56,50.83,64.39
1,3,yz,9.0,0.0,9.0
1,4,yz,18.37,65.36,83.73
1,5,yz,11.88,0.0,11.88
1,6,yz,14.57,0.78,15.35
1,7,yz,14.28,31.92,46.2
1,8,yz,5.5,0.0,5.5
1,9,yz,16.51,59.6,76.11
1,10,yz,6.33,0.0,6.33
1,11,yz,13.0,0.79,13.79
1,12,yz,13.76,28.94,42.7
1,13,yz,3.05,0.0,3.05
1,14,yz,16.27,56.18,72.45
1,15,yz,3.27,0.0,3.27
1,16,yz,11.49,0.81,12.3
1,17,yz,0.0,0.0,0.0
1,18,yz,15.13,3.96,19.09
1,19,yz,0.05,0.0,0.05
1,20,yz,9.82,0.64,10.46
