batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
128,1,cpu,0.0,0.0,0.0
128,2,cpu,2.6,0.0,2.6
128,3,cpu,3.94,0.0,3.94
128,4,cpu,20.54,0.0,20.54
128,5,cpu,0.01,0.0,0.01
128,6,cpu,0.37,0.0,0.37
128,7,cpu,9.65,0.0,9.65
128,8,cpu,0.8,0.0,0.8
128,9,cpu,19.1,0.0,19.1
128,10,cpu,0.01,0.0,0.01
128,11,cpu,0.18,0.0,0.18
128,12,cpu,8.74,0.0,8.74
128,13,cpu,0.52,0.0,0.52
128,14,cpu,18.81,0.0,18.81
128,15,cpu,0.0,0.0,0.0
128,16,cpu,0.1,0.0,0.1
128,17,cpu,0.0,0.0,0.0
128,18,cpu,0.86,0.0,0.86
128,19,cpu,0.01,0.0,0.01
128,20,cpu,0.0,0.0,0.0
