batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
32,1,cpu,0.0,0.0,0.0
32,2,cpu,2.52,0.0,2.52
32,3,cpu,3.94,0.0,3.94
32,4,cpu,20.43,0.0,20.43
32,5,cpu,0.02,0.0,0.02
32,6,cpu,0.36,0.0,0.36
32,7,cpu,9.53,0.0,9.53
32,8,cpu,0.77,0.0,0.77
32,9,cpu,18.9,0.0,18.9
32,10,cpu,0.01,0.0,0.01
32,11,cpu,0.18,0.0,0.18
32,12,cpu,8.6,0.0,8.6
32,13,cpu,0.42,0.0,0.42
32,14,cpu,18.24,0.0,18.24
32,15,cpu,0.0,0.0,0.0
32,16,cpu,0.09,0.0,0.09
32,17,cpu,0.0,0.0,0.0
32,18,cpu,0.86,0.0,0.86
32,19,cpu,0.01,0.0,0.01
32,20,cpu,0.0,0.0,0.0
