batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
128,1,y,0.0,0.0,0.0
128,2,y,0.95,7.42,8.37
128,3,y,3.8,0.0,3.8
128,4,y,1.89,10.06,11.95
128,5,y,4.01,0.0,4.01
128,6,y,1.21,0.04,1.25
128,7,y,0.72,16.02,16.74
128,8,y,2.2,0.0,2.2
128,9,y,0.96,31.33,32.29
128,10,y,2.13,0.0,2.13
128,11,y,0.62,0.05,0.67
128,12,y,0.38,57.59,57.97
128,13,y,1.22,0.0,1.22
128,14,y,0.51,114.15,114.66
128,15,y,0.84,0.0,0.84
128,16,y,0.32,0.09,0.41
128,17,y,0.0,0.0,0.0
128,18,y,0.1,1.95,2.05
128,19,y,0.02,0.0,0.02
128,20,y,0.02,0.02,0.04
