batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
16,1,y,0.0,0.0,0.0
16,2,y,1.13,7.33,8.46
16,3,y,3.42,0.0,3.42
16,4,y,2.1,9.96,12.06
16,5,y,3.92,0.0,3.92
16,6,y,1.38,0.04,1.42
16,7,y,0.96,15.86,16.82
16,8,y,2.5,0.0,2.5
16,9,y,1.2,31.01,32.21
16,10,y,2.09,0.0,2.09
16,11,y,0.8,0.05,0.85
16,12,y,0.59,56.7,57.29
16,13,y,1.11,0.0,1.11
16,14,y,0.78,112.85,113.63
16,15,y,0.84,0.0,0.84
16,16,y,0.49,0.09,0.58
16,17,y,0.0,0.0,0.0
16,18,y,0.24,1.93,2.17
16,19,y,0.02,0.0,0.02
16,20,y,0.1,0.03,0.13
