batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
2,1,xyz,0.0,0.0,0.0
2,2,xyz,10.85,50.16,61.01
2,3,xyz,16.42,0.0,16.42
2,4,xyz,19.32,64.45,83.77
2,5,xyz,14.3,0.66,14.96
2,6,xyz,4.74,0.0,4.74
2,7,xyz,10.64,30.95,41.59
2,8,xyz,7.94,0.0,7.94
2,9,xyz,12.12,58.95,71.07
2,10,xyz,10.45,0.65,11.1
2,11,xyz,2.8,0.0,2.8
2,12,xyz,10.75,27.62,38.37
2,13,xyz,4.93,0.0,4.93
2,14,xyz,12.36,54.13,66.49
2,15,xyz,8.51,0.64,9.15
2,16,xyz,1.49,0.0,1.49
2,17,xyz,0.0,0.0,0.0
2,18,xyz,10.84,2.1,12.94
2,19,xyz,0.07,0.0,0.07
2,20,xyz,5.7,0.42,6.12
