batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
1,1,xyz,0.0,0.0,0.0
1,2,xyz,13.22,50.66,63.88
1,3,xyz,10.95,0.0,10.95
1,4,xyz,18.98,65.11,84.09
1,5,xyz,15.21,0.92,16.13
1,6,xyz,3.22,0.0,3.22
1,7,xyz,14.71,31.87,46.58
1,8,xyz,6.27,0.0,6.27
1,9,xyz,17.27,59.37,76.64
1,10,xyz,12.28,0.89,13.17
1,11,xyz,1.85,0.0,1.85
1,12,xyz,14.1,28.82,42.92
1,13,xyz,3.27,0.0,3.27
1,14,xyz,17.06,55.91,72.97
1,15,xyz,10.7,0.86,11.56
1,16,xyz,0.93,0.0,0.93
1,17,xyz,0.0,0.0,0.0
1,18,xyz,15.49,3.99,19.48
1,19,xyz,0.06,0.0,0.06
1,20,xyz,9.49,0.7,10.19
