batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
32,1,z,0.0,0.0,0.0
32,2,z,1.03,14.65,15.68
32,3,z,3.44,0.0,3.44
32,4,z,1.97,14.84,16.81
32,5,z,3.95,0.0,3.95
32,6,z,1.27,0.02,1.29
32,7,z,0.81,2.92,3.73
32,8,z,2.51,0.0,2.51
32,9,z,1.06,5.48,6.54
32,10,z,2.1,0.0,2.1
32,11,z,0.69,0.01,0.7
32,12,z,0.49,3.34,3.83
32,13,z,1.12,0.0,1.12
32,14,z,0.62,4.64,5.26
32,15,z,0.84,0.0,0.84
32,16,z,0.4,0.01,0.41
32,17,z,0.0,0.0,0.0
32,18,z,0.16,1.93,2.09
32,19,z,0.02,0.0,0.02
32,20,z,0.05,0.03,0.08
