batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
64,1,z,0.0,0.0,0.0
64,2,z,0.98,23.94,24.92
64,3,z,3.44,0.0,3.44
64,4,z,1.91,27.56,29.47
64,5,z,4.18,0.0,4.18
64,6,z,1.23,0.02,1.25
64,7,z,0.75,3.56,4.31
64,8,z,2.37,0.0,2.37
64,9,z,0.99,7.13,8.12
64,10,z,2.3,0.0,2.3
64,11,z,0.64,0.01,0.65
64,12,z,0.41,4.57,4.98
64,13,z,1.12,0.0,1.12
64,14,z,0.54,5.59,6.13
64,15,z,0.83,0.0,0.83
64,16,z,0.35,0.01,0.36
64,17,z,0.0,0.0,0.0
64,18,z,0.13,1.94,2.07
64,19,z,0.02,0.0,0.02
64,20,z,0.03,0.02,0.05
