batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
128,1,z,0.0,0.0,0.0
128,2,z,0.97,32.2,33.17
128,3,z,3.8,0.0,3.8
128,4,z,1.89,38.49,40.38
128,5,z,4.0,0.0,4.0
128,6,z,1.21,0.02,1.23
128,7,z,0.72,6.43,7.15
128,8,z,2.2,0.0,2.2
128,9,z,0.96,12.25,13.21
128,10,z,2.13,0.0,2.13
128,11,z,0.62,0.01,0.63
128,12,z,0.38,5.83,6.21
128,13,z,1.22,0.0,1.22
128,14,z,0.5,6.85,7.35
128,15,z,0.83,0.0,0.83
128,16,z,0.32,0.01,0.33
128,17,z,0.0,0.0,0.0
128,18,z,0.1,1.95,2.05
128,19,z,0.02,0.0,0.02
128,20,z,0.02,0.02,0.04
