batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
1,1,z,0.0,0.0,0.0
1,2,z,2.71,4.57,7.28
1,3,z,3.42,0.0,3.42
1,4,z,3.65,5.95,9.6
1,5,z,3.74,0.0,3.74
1,6,z,2.65,0.11,2.76
1,7,z,2.42,3.11,5.53
1,8,z,2.39,0.0,2.39
1,9,z,2.72,5.34,8.06
1,10,z,2.38,0.0,2.38
1,11,z,2.01,0.05,2.06
1,12,z,2.16,3.28,5.44
1,13,z,1.12,0.0,1.12
1,14,z,2.57,5.17,7.74
1,15,z,0.91,0.0,0.91
1,16,z,1.67,0.06,1.73
1,17,z,0.0,0.0,0.0
1,18,z,2.5,2.02,4.52
1,19,z,0.02,0.0,0.02
1,20,z,1.48,0.07,1.55
