batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
16,1,xyz,0.0,0.0,0.0
16,2,xyz,1.2,13.61,14.81
16,3,xyz,3.91,0.0,3.91
16,4,xyz,2.08,17.56,19.64
16,5,xyz,1.46,0.01,1.47
16,6,xyz,0.38,0.0,0.38
16,7,xyz,0.95,2.37,3.32
16,8,xyz,0.85,0.0,0.85
16,9,xyz,1.2,4.61,5.81
16,10,xyz,0.81,0.01,0.82
16,11,xyz,0.19,0.0,0.19
16,12,xyz,0.58,2.23,2.81
16,13,xyz,0.55,0.0,0.55
16,14,xyz,0.79,4.33,5.12
16,15,xyz,0.49,0.01,0.5
16,16,xyz,0.09,0.0,0.09
16,17,xyz,0.0,0.0,0.0
16,18,xyz,0.24,0.15,0.39
16,19,xyz,0.01,0.0,0.01
16,20,xyz,0.1,0.0,0.1
