batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
128,1,xyz,0.0,0.0,0.0
128,2,xyz,1.03,36.45,37.48
128,3,xyz,4.07,0.0,4.07
128,4,xyz,1.84,43.92,45.76
128,5,xyz,1.32,0.03,1.35
128,6,xyz,0.4,0.0,0.4
128,7,xyz,0.7,2.84,3.54
128,8,xyz,0.82,0.0,0.82
128,9,xyz,0.94,5.02,5.96
128,10,xyz,0.67,0.02,0.69
128,11,xyz,0.2,0.0,0.2
128,12,xyz,0.37,2.21,2.58
128,13,xyz,0.56,0.0,0.56
128,14,xyz,0.49,4.35,4.84
128,15,xyz,0.35,0.0,0.35
128,16,xyz,0.11,0.0,0.11
128,17,xyz,0.0,0.0,0.0
128,18,xyz,0.1,0.16,0.26
128,19,xyz,0.01,0.0,0.01
128,20,xyz,0.02,0.0,0.02
