batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
2,1,xyz,0.0,0.0,0.0
2,2,xyz,2.04,3.96,6.0
2,3,xyz,4.01,0.0,4.01
2,4,xyz,3.62,5.07,8.69
2,5,xyz,2.11,0.05,2.16
2,6,xyz,0.4,0.0,0.4
2,7,xyz,1.61,2.72,4.33
2,8,xyz,0.88,0.0,0.88
2,9,xyz,1.91,4.81,6.72
2,10,xyz,1.38,0.04,1.42
2,11,xyz,0.2,0.0,0.2
2,12,xyz,1.29,3.59,4.88
2,13,xyz,0.65,0.0,0.65
2,14,xyz,1.56,4.75,6.31
2,15,xyz,1.02,0.06,1.08
2,16,xyz,0.1,0.0,0.1
2,17,xyz,0.0,0.0,0.0
2,18,xyz,1.29,1.01,2.3
2,19,xyz,0.02,0.0,0.02
2,20,xyz,0.74,0.03,0.77
