batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
1,1,xz,0.0,0.0,0.0
1,2,xz,12.78,50.14,62.92
1,3,xz,10.82,0.0,10.82
1,4,xz,18.93,64.92,83.85
1,5,xz,14.69,0.91,15.6
1,6,xz,3.02,0.0,3.02
1,7,xz,14.39,30.64,45.03
1,8,xz,5.9,0.0,5.9
1,9,xz,16.98,59.96,76.94
1,10,xz,11.91,0.88,12.79
1,11,xz,1.74,0.0,1.74
1,12,xz,13.69,25.71,39.4
1,13,xz,3.15,0.0,3.15
1,14,xz,16.74,52.98,69.72
1,15,xz,10.27,0.85,11.12
1,16,xz,0.89,0.0,0.89
1,17,xz,0.0,0.0,0.0
1,18,xz,14.96,4.02,18.98
1,19,xz,0.06,0.0,0.06
1,20,xz,9.31,0.69,10.0
