batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
64,1,y,0.0,0.0,0.0
64,2,y,0.98,7.37,8.35
64,3,y,3.44,0.0,3.44
64,4,y,1.9,10.01,11.91
64,5,y,4.17,0.0,4.17
64,6,y,1.23,0.04,1.27
64,7,y,0.75,15.93,16.68
64,8,y,2.37,0.0,2.37
64,9,y,0.99,31.12,32.11
64,10,y,2.3,0.0,2.3
64,11,y,0.64,0.05,0.69
64,12,y,0.41,57.25,57.66
64,13,y,1.12,0.0,1.12
64,14,y,0.54,113.48,114.02
64,15,y,0.83,0.0,0.83
64,16,y,0.35,0.09,0.44
64,17,y,0.0,0.0,0.0
64,18,y,0.13,1.94,2.07
64,19,y,0.02,0.0,0.02
64,20,y,0.03,0.02,0.05
