batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
2,1,y,0.0,0.0,0.0
2,2,y,1.99,7.01,9.0
2,3,y,4.05,0.0,4.05
2,4,y,3.56,9.68,13.24
2,5,y,4.11,0.0,4.11
2,6,y,2.0,0.08,2.08
2,7,y,1.64,15.59,17.23
2,8,y,2.14,0.0,2.14
2,9,y,1.89,31.02,32.91
2,10,y,2.14,0.0,2.14
2,11,y,1.34,0.09,1.43
2,12,y,1.31,56.67,57.98
2,13,y,1.11,0.0,1.11
2,14,y,1.57,113.21,114.78
2,15,y,0.83,0.0,0.83
2,16,y,1.01,0.11,1.12
2,17,y,0.0,0.0,0.0
2,18,y,1.3,1.97,3.27
2,19,y,0.02,0.0,0.02
2,20,y,0.74,0.05,0.79
