batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
32,1,y,0.0,0.0,0.0
32,2,y,1.03,7.36,8.39
32,3,y,3.43,0.0,3.43
32,4,y,1.97,9.98,11.95
32,5,y,3.95,0.0,3.95
32,6,y,1.28,0.04,1.32
32,7,y,0.81,15.88,16.69
32,8,y,2.51,0.0,2.51
32,9,y,1.06,31.04,32.1
32,10,y,2.1,0.0,2.1
32,11,y,0.69,0.05,0.74
32,12,y,0.49,57.12,57.61
32,13,y,1.12,0.0,1.12
32,14,y,0.62,113.2,113.82
32,15,y,0.84,0.0,0.84
32,16,y,0.4,0.09,0.49
32,17,y,0.0,0.0,0.0
32,18,y,0.16,1.93,2.09
32,19,y,0.02,0.0,0.02
32,20,y,0.05,0.03,0.08
